,l1,l2,l3,l4,l5,l6,l7,l8,l9,u,hashin
25,90.0,45.0,45.0,90.0,90.0,0.0,45.0,90.0,45.0,0.16814516484737396,0.902570903301239
26,45.0,45.0,45.0,45.0,45.0,45.0,0.0,90.0,90.0,0.4070988595485687,0.9142300486564636
27,45.0,45.0,45.0,45.0,45.0,45.0,45.0,90.0,45.0,0.5569098591804504,1.120829463005066
28,45.0,0.0,90.0,45.0,90.0,45.0,45.0,45.0,45.0,0.17421595752239227,0.8203949928283691
29,0.0,45.0,90.0,0.0,45.0,45.0,90.0,90.0,45.0,0.11071930825710297,0.7902493476867676
30,0.0,45.0,45.0,45.0,90.0,45.0,45.0,45.0,90.0,0.1743571013212204,0.8160276412963867
31,45.0,45.0,0.0,45.0,0.0,0.0,90.0,45.0,45.0,0.23420128226280212,0.8354287147521973
32,45.0,45.0,0.0,0.0,90.0,0.0,0.0,90.0,45.0,0.1577020287513733,0.8623611330986023
33,0.0,90.0,45.0,45.0,45.0,90.0,45.0,45.0,90.0,0.11117707937955856,0.8082304000854492
34,0.0,0.0,45.0,90.0,45.0,90.0,45.0,90.0,0.0,0.08066675066947937,0.8277850151062012
35,45.0,45.0,0.0,0.0,0.0,90.0,45.0,45.0,45.0,0.20249900221824646,0.8237992525100708
36,45.0,45.0,90.0,0.0,45.0,0.0,0.0,45.0,0.0,0.1778101623058319,0.8702329993247986
37,0.0,90.0,45.0,90.0,0.0,90.0,90.0,45.0,45.0,0.07745462656021118,0.8496429920196533
38,45.0,45.0,90.0,45.0,45.0,0.0,45.0,0.0,0.0,0.2309509515762329,0.877207338809967
39,45.0,45.0,90.0,45.0,45.0,45.0,0.0,45.0,0.0,0.2602512240409851,0.8847742080688477
40,0.0,0.0,90.0,0.0,0.0,0.0,45.0,45.0,45.0,0.11350922286510468,0.890906572341919
41,45.0,45.0,90.0,90.0,0.0,45.0,45.0,90.0,45.0,0.21021325886249542,0.8622605204582214
42,0.0,45.0,90.0,90.0,45.0,45.0,45.0,0.0,0.0,0.10861305147409439,0.8006753921508789
43,0.0,90.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0,0.10382788628339767,0.8863645195960999
44,90.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,45.0,0.08771530538797379,0.8911749720573425
45,0.0,0.0,45.0,45.0,90.0,90.0,0.0,45.0,45.0,0.09240876138210297,0.7878652215003967
46,90.0,0.0,45.0,45.0,45.0,0.0,0.0,90.0,45.0,0.08821650594472885,0.801476776599884
47,45.0,90.0,45.0,0.0,90.0,90.0,45.0,45.0,45.0,0.18690642714500427,0.8487106561660767
48,0.0,45.0,0.0,0.0,45.0,90.0,45.0,90.0,90.0,0.11881730705499649,0.8311677575111389
49,45.0,0.0,45.0,90.0,0.0,45.0,0.0,0.0,0.0,0.15907011926174164,0.9052584171295166
50,45.0,90.0,90.0,90.0,45.0,45.0,45.0,90.0,45.0,0.3468380570411682,1.0471081733703613
51,90.0,45.0,90.0,0.0,45.0,45.0,90.0,45.0,90.0,0.147520050406456,0.8778597712516785
52,45.0,0.0,45.0,0.0,45.0,90.0,45.0,0.0,45.0,0.20515093207359314,0.820606529712677
53,45.0,90.0,0.0,45.0,0.0,90.0,45.0,90.0,90.0,0.13400155305862427,0.8620568513870239
54,0.0,0.0,90.0,0.0,45.0,0.0,45.0,45.0,45.0,0.10456337779760361,0.8266181945800781
55,45.0,0.0,45.0,0.0,45.0,0.0,45.0,45.0,45.0,0.3274238109588623,0.978907585144043
56,45.0,90.0,0.0,0.0,0.0,45.0,90.0,45.0,90.0,0.118702232837677,0.8408738970756531
57,90.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.343807578086853,1.0765589475631714
58,45.0,45.0,45.0,90.0,90.0,0.0,45.0,45.0,0.0,0.2191508412361145,0.8504214286804199
59,45.0,45.0,0.0,90.0,90.0,45.0,90.0,45.0,0.0,0.1644793301820755,0.8286719918251038
60,45.0,90.0,45.0,45.0,0.0,0.0,45.0,45.0,0.0,0.1864362508058548,0.8523953557014465
61,45.0,90.0,90.0,0.0,90.0,90.0,45.0,90.0,0.0,0.13744115829467773,0.995887815952301
62,90.0,90.0,0.0,0.0,0.0,45.0,45.0,45.0,0.0,0.06788226962089539,0.8660592436790466
63,90.0,45.0,45.0,90.0,45.0,45.0,45.0,45.0,90.0,0.3316149413585663,1.0252737998962402
64,45.0,45.0,0.0,45.0,45.0,45.0,45.0,0.0,0.0,0.3946676254272461,1.0139873027801514
65,45.0,45.0,45.0,45.0,90.0,90.0,0.0,0.0,45.0,0.2611505687236786,0.8662171363830566
66,90.0,0.0,90.0,45.0,0.0,0.0,0.0,45.0,45.0,0.06654366105794907,0.8581433892250061
67,90.0,45.0,45.0,0.0,45.0,45.0,0.0,90.0,45.0,0.13644610345363617,0.8126766085624695
68,0.0,90.0,0.0,90.0,0.0,90.0,45.0,45.0,45.0,0.06018281728029251,0.8344747424125671
69,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.45037874579429626,1.0470384359359741
70,45.0,45.0,45.0,0.0,90.0,0.0,90.0,0.0,45.0,0.19824017584323883,0.8398566246032715
71,0.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,90.0,0.20442934334278107,0.8221955895423889
72,45.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,90.0,0.31206777691841125,0.868740439414978
73,45.0,90.0,90.0,90.0,90.0,45.0,90.0,45.0,90.0,0.34079569578170776,1.1358389854431152
74,0.0,90.0,45.0,90.0,45.0,45.0,45.0,0.0,45.0,0.09433016180992126,0.7824056148529053
75,45.0,45.0,0.0,45.0,90.0,45.0,45.0,45.0,45.0,0.2615669369697571,0.8811284303665161
76,0.0,90.0,45.0,45.0,0.0,45.0,45.0,90.0,45.0,0.09708555042743683,0.7737704515457153
77,0.0,90.0,90.0,90.0,45.0,45.0,0.0,45.0,0.0,0.05898312106728554,0.8512396812438965
78,45.0,90.0,45.0,90.0,45.0,45.0,0.0,45.0,45.0,0.231291264295578,0.8777016997337341
79,45.0,0.0,0.0,90.0,45.0,0.0,0.0,0.0,45.0,0.1432734876871109,0.8947548866271973
80,45.0,45.0,0.0,90.0,45.0,45.0,45.0,0.0,45.0,0.22046157717704773,0.8395949602127075
81,45.0,90.0,45.0,45.0,45.0,45.0,90.0,45.0,45.0,0.3727809190750122,1.0356379747390747
82,90.0,45.0,90.0,90.0,90.0,45.0,0.0,0.0,0.0,0.11875990778207779,1.0244712829589844
83,90.0,0.0,90.0,45.0,90.0,90.0,45.0,45.0,0.0,0.08459264785051346,0.878474771976471
84,45.0,90.0,90.0,90.0,90.0,0.0,90.0,45.0,45.0,0.19597139954566956,0.9716578125953674
85,45.0,45.0,45.0,90.0,45.0,0.0,45.0,45.0,90.0,0.2840283513069153,0.8838629722595215
86,0.0,45.0,45.0,0.0,90.0,0.0,45.0,45.0,45.0,0.14558739960193634,0.8054414391517639
87,90.0,45.0,45.0,45.0,0.0,0.0,45.0,90.0,90.0,0.13216151297092438,0.8365435004234314
88,45.0,45.0,90.0,90.0,45.0,90.0,45.0,45.0,0.0,0.24948300421237946,0.8892797827720642
89,0.0,0.0,45.0,45.0,45.0,45.0,90.0,45.0,0.0,0.14868517220020294,0.8042653203010559
90,0.0,45.0,45.0,45.0,0.0,45.0,0.0,45.0,45.0,0.2802664339542389,0.9745362997055054
91,0.0,90.0,45.0,90.0,90.0,45.0,45.0,0.0,45.0,0.08516015112400055,0.8040895462036133
92,90.0,0.0,0.0,45.0,0.0,45.0,90.0,45.0,45.0,0.06413702666759491,0.7906075119972229
93,45.0,0.0,45.0,90.0,45.0,45.0,0.0,0.0,45.0,0.18963201344013214,0.8259105086326599
94,0.0,45.0,0.0,45.0,0.0,90.0,0.0,90.0,45.0,0.12177399545907974,0.8437378406524658
95,45.0,0.0,90.0,0.0,45.0,90.0,90.0,45.0,45.0,0.1325959861278534,0.7992045879364014
96,0.0,45.0,0.0,90.0,0.0,90.0,45.0,90.0,90.0,0.09238380938768387,0.9251291155815125
97,90.0,90.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.33849117159843445,1.0444613695144653
98,45.0,45.0,90.0,90.0,90.0,90.0,45.0,0.0,90.0,0.22748826444149017,0.9687870740890503
99,45.0,90.0,0.0,45.0,90.0,45.0,45.0,90.0,45.0,0.1768181174993515,0.833899736404419
100,90.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.10642996430397034,0.8038157820701599
101,45.0,45.0,0.0,45.0,45.0,45.0,45.0,0.0,0.0,0.3946676254272461,1.0139873027801514
102,0.0,0.0,45.0,90.0,45.0,45.0,90.0,45.0,45.0,0.09877253323793411,0.7685925960540771
103,0.0,0.0,45.0,45.0,90.0,45.0,45.0,45.0,90.0,0.10965059697628021,0.771072268486023
104,45.0,0.0,45.0,45.0,90.0,0.0,45.0,0.0,90.0,0.18291053175926208,0.8146703243255615
105,90.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,45.0,0.07755220681428909,0.8006585836410522
106,45.0,45.0,45.0,90.0,45.0,0.0,0.0,0.0,45.0,0.24590405821800232,0.8793447613716125
107,90.0,45.0,45.0,45.0,45.0,0.0,90.0,0.0,45.0,0.1532556414604187,0.838228166103363
108,0.0,45.0,45.0,45.0,0.0,45.0,90.0,90.0,45.0,0.1667076200246811,0.7870501279830933
109,90.0,90.0,45.0,45.0,45.0,45.0,45.0,90.0,90.0,0.33014804124832153,1.0437839031219482
110,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,90.0,0.42243313789367676,0.9407659769058228
111,0.0,45.0,45.0,45.0,45.0,0.0,0.0,90.0,0.0,0.18353237211704254,0.8476976156234741
112,45.0,45.0,45.0,45.0,90.0,90.0,90.0,90.0,0.0,0.30481287837028503,0.9288091063499451
113,90.0,45.0,0.0,45.0,45.0,90.0,90.0,90.0,45.0,0.14280924201011658,0.8598968982696533
114,45.0,90.0,90.0,45.0,90.0,90.0,0.0,90.0,0.0,0.16825680434703827,1.0246583223342896
115,0.0,45.0,0.0,45.0,45.0,45.0,45.0,0.0,90.0,0.18109004199504852,0.807885468006134
116,45.0,45.0,45.0,45.0,90.0,0.0,90.0,45.0,45.0,0.29493096470832825,0.8889217376708984
117,45.0,0.0,0.0,45.0,0.0,45.0,90.0,45.0,45.0,0.2001573145389557,0.8115342855453491
118,90.0,45.0,45.0,90.0,45.0,45.0,90.0,90.0,0.0,0.1905672401189804,0.9129531383514404
119,45.0,0.0,45.0,90.0,45.0,45.0,45.0,90.0,45.0,0.2032678872346878,0.8256505131721497
120,45.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0,0.0,0.29673755168914795,1.0325496196746826
121,45.0,90.0,45.0,90.0,45.0,45.0,45.0,90.0,0.0,0.2430347055196762,0.885734498500824
122,0.0,45.0,45.0,0.0,90.0,0.0,45.0,45.0,90.0,0.12926991283893585,0.793678879737854
123,45.0,45.0,90.0,0.0,0.0,45.0,45.0,45.0,45.0,0.19607986509799957,0.8349987864494324
124,0.0,45.0,90.0,45.0,0.0,45.0,45.0,45.0,0.0,0.13196350634098053,0.8057085871696472
125,90.0,45.0,45.0,45.0,45.0,45.0,90.0,90.0,0.0,0.20470485091209412,0.8820387721061707
126,0.0,90.0,45.0,45.0,0.0,90.0,45.0,45.0,90.0,0.08763350546360016,0.7917677164077759
127,45.0,0.0,0.0,0.0,45.0,0.0,45.0,45.0,0.0,0.2801171541213989,1.0243695974349976
128,45.0,45.0,45.0,45.0,0.0,0.0,0.0,45.0,0.0,0.3994982838630676,1.0488859415054321
129,45.0,45.0,0.0,90.0,0.0,0.0,45.0,0.0,90.0,0.1546868085861206,0.8654441237449646
130,45.0,45.0,90.0,90.0,45.0,45.0,90.0,90.0,0.0,0.24896615743637085,0.914114236831665
131,45.0,45.0,90.0,0.0,45.0,45.0,45.0,90.0,0.0,0.1972939670085907,0.8238373398780823
132,45.0,45.0,45.0,45.0,0.0,45.0,90.0,0.0,45.0,0.33459845185279846,0.885233998298645
133,0.0,45.0,45.0,0.0,45.0,45.0,90.0,0.0,45.0,0.17360448837280273,0.8118066787719727
134,45.0,90.0,45.0,0.0,90.0,45.0,0.0,45.0,90.0,0.15457811951637268,0.8313530087471008
135,0.0,45.0,0.0,45.0,90.0,45.0,90.0,90.0,0.0,0.1133008673787117,0.8333734273910522
136,45.0,45.0,45.0,90.0,45.0,90.0,0.0,0.0,45.0,0.24011529982089996,0.8594927191734314
137,0.0,0.0,45.0,90.0,0.0,90.0,45.0,0.0,0.0,0.08528760820627213,0.9435880780220032
138,45.0,90.0,45.0,45.0,45.0,90.0,45.0,45.0,45.0,0.36655956506729126,1.0354608297348022
139,0.0,90.0,0.0,90.0,45.0,45.0,45.0,0.0,45.0,0.06821377575397491,0.7900151014328003
140,45.0,90.0,45.0,45.0,45.0,90.0,0.0,45.0,45.0,0.2444179654121399,0.8770953416824341
141,90.0,45.0,45.0,0.0,45.0,90.0,45.0,90.0,45.0,0.15730127692222595,0.8455747961997986
142,0.0,0.0,45.0,90.0,90.0,0.0,90.0,45.0,45.0,0.07464239001274109,0.8276475667953491
143,45.0,45.0,0.0,45.0,90.0,90.0,45.0,45.0,0.0,0.2024964988231659,0.8184764385223389
144,90.0,90.0,45.0,45.0,90.0,45.0,0.0,90.0,45.0,0.17785626649856567,0.9224748015403748
145,45.0,0.0,0.0,90.0,0.0,45.0,90.0,90.0,45.0,0.1254568248987198,0.8339225053787231
146,90.0,0.0,45.0,0.0,90.0,90.0,45.0,45.0,0.0,0.07346915453672409,0.8430858850479126
147,90.0,90.0,90.0,45.0,0.0,90.0,0.0,45.0,0.0,0.10009679943323135,1.0167824029922485
148,45.0,45.0,90.0,90.0,90.0,45.0,90.0,0.0,45.0,0.23346705734729767,0.9142067432403564
149,0.0,45.0,90.0,0.0,0.0,45.0,45.0,45.0,90.0,0.10820356756448746,0.7875535488128662
150,45.0,45.0,90.0,90.0,45.0,0.0,45.0,0.0,90.0,0.18880674242973328,0.8593171238899231
151,45.0,0.0,45.0,0.0,90.0,0.0,90.0,45.0,0.0,0.14763805270195007,0.8545956015586853
152,0.0,45.0,0.0,45.0,0.0,45.0,90.0,0.0,45.0,0.15263205766677856,0.8340078592300415
153,0.0,0.0,90.0,45.0,90.0,45.0,45.0,90.0,90.0,0.0635351687669754,0.83680260181427
154,0.0,90.0,0.0,90.0,0.0,45.0,45.0,45.0,0.0,0.07133403420448303,0.8430798649787903
155,45.0,45.0,45.0,90.0,45.0,0.0,90.0,0.0,90.0,0.22911663353443146,0.8688252568244934
156,45.0,45.0,45.0,45.0,0.0,0.0,90.0,45.0,45.0,0.30985185503959656,0.8745661377906799
157,90.0,90.0,0.0,0.0,90.0,90.0,45.0,45.0,0.0,0.07823248207569122,0.9705745577812195
158,0.0,45.0,45.0,45.0,45.0,45.0,0.0,90.0,45.0,0.20984412729740143,0.8187990188598633
159,45.0,0.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,0.36416158080101013,0.9960334300994873
160,45.0,45.0,0.0,45.0,45.0,90.0,90.0,45.0,45.0,0.2487577348947525,0.8504359126091003
161,0.0,90.0,0.0,90.0,90.0,90.0,45.0,90.0,45.0,0.05613112077116966,0.9533444046974182
162,90.0,45.0,90.0,45.0,45.0,0.0,90.0,0.0,45.0,0.13642074167728424,0.8607708215713501
163,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,0.5477604866027832,1.1270034313201904
164,45.0,0.0,45.0,90.0,45.0,45.0,90.0,45.0,45.0,0.19813556969165802,0.8252716660499573
165,45.0,90.0,0.0,45.0,90.0,0.0,45.0,0.0,45.0,0.13639269769191742,0.8153105974197388
166,45.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,90.0,0.31206777691841125,0.868740439414978
167,45.0,45.0,45.0,45.0,0.0,90.0,90.0,45.0,45.0,0.29118260741233826,0.8827205896377563
168,0.0,0.0,90.0,0.0,45.0,90.0,45.0,45.0,45.0,0.07440827041864395,0.7847574949264526
169,0.0,0.0,0.0,0.0,0.0,90.0,0.0,45.0,45.0,0.14521369338035583,1.0139763355255127
170,45.0,45.0,45.0,90.0,90.0,45.0,90.0,90.0,90.0,0.38821494579315186,1.0702649354934692
171,0.0,45.0,45.0,45.0,0.0,0.0,45.0,90.0,90.0,0.16315561532974243,0.8015710711479187
172,0.0,45.0,45.0,0.0,90.0,45.0,45.0,45.0,45.0,0.15920476615428925,0.8039214015007019
173,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,90.0,0.33155086636543274,0.8899144530296326
174,45.0,45.0,90.0,0.0,90.0,90.0,45.0,0.0,45.0,0.1615498960018158,0.8370285034179688
175,45.0,45.0,45.0,45.0,90.0,0.0,0.0,45.0,45.0,0.2902925908565521,0.8848139047622681
176,0.0,45.0,0.0,90.0,45.0,0.0,90.0,0.0,45.0,0.10399091243743896,0.8408551812171936
177,0.0,90.0,45.0,0.0,0.0,45.0,45.0,45.0,45.0,0.09596537053585052,0.798183023929596
178,45.0,45.0,45.0,45.0,0.0,90.0,90.0,45.0,45.0,0.29118260741233826,0.8827205896377563
179,45.0,90.0,45.0,45.0,90.0,45.0,45.0,45.0,90.0,0.36372077465057373,1.0253784656524658
180,45.0,0.0,0.0,45.0,0.0,90.0,45.0,90.0,45.0,0.16353090107440948,0.7982662916183472
181,90.0,90.0,0.0,45.0,45.0,0.0,0.0,45.0,45.0,0.07012425363063812,0.8231052756309509
182,90.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,90.0,0.19934362173080444,0.8746144771575928
183,45.0,45.0,45.0,45.0,90.0,45.0,90.0,45.0,0.0,0.341818630695343,0.9059876799583435
184,0.0,45.0,45.0,45.0,90.0,0.0,45.0,45.0,45.0,0.16898898780345917,0.8109571933746338
185,90.0,90.0,45.0,45.0,45.0,90.0,90.0,45.0,90.0,0.3315267562866211,1.0786114931106567
186,45.0,45.0,45.0,90.0,45.0,45.0,0.0,45.0,45.0,0.3104957640171051,0.9285425543785095
187,0.0,90.0,0.0,45.0,90.0,90.0,45.0,0.0,45.0,0.06139200180768967,0.8319693803787231
188,45.0,45.0,45.0,0.0,0.0,45.0,0.0,0.0,90.0,0.2678408622741699,0.8815016746520996
189,90.0,45.0,45.0,45.0,45.0,0.0,0.0,45.0,0.0,0.15586666762828827,0.8647807240486145
190,45.0,90.0,90.0,45.0,0.0,90.0,45.0,45.0,90.0,0.19079282879829407,0.8897815942764282
191,90.0,45.0,0.0,45.0,45.0,45.0,45.0,0.0,45.0,0.14583724737167358,0.8282507658004761
192,45.0,45.0,0.0,0.0,90.0,45.0,45.0,90.0,0.0,0.1780099719762802,0.8169484734535217
193,0.0,0.0,45.0,45.0,90.0,90.0,90.0,0.0,45.0,0.08315835893154144,0.8296458125114441
194,45.0,45.0,45.0,45.0,0.0,45.0,0.0,90.0,45.0,0.3436492383480072,0.8828398585319519
195,45.0,90.0,45.0,90.0,45.0,0.0,45.0,0.0,0.0,0.16624008119106293,0.8570542335510254
196,45.0,45.0,0.0,0.0,45.0,45.0,90.0,45.0,45.0,0.24672187864780426,0.8311942219734192
197,0.0,45.0,45.0,90.0,0.0,45.0,0.0,90.0,45.0,0.12311326712369919,0.7951601147651672
198,90.0,0.0,90.0,90.0,45.0,45.0,45.0,45.0,90.0,0.11278767138719559,0.8632867932319641
199,90.0,0.0,45.0,90.0,45.0,45.0,0.0,45.0,90.0,0.08856263011693954,0.8091481328010559
200,45.0,90.0,45.0,90.0,45.0,45.0,90.0,90.0,45.0,0.35466229915618896,1.036336898803711
201,45.0,45.0,45.0,45.0,45.0,90.0,90.0,90.0,45.0,0.47878918051719666,1.0573595762252808
202,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,90.0,0.30117374658584595,0.8542081713676453
203,45.0,0.0,45.0,45.0,0.0,0.0,90.0,45.0,0.0,0.2123216688632965,0.8530889749526978
204,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.0,45.0,0.46053436398506165,1.0521305799484253
205,45.0,45.0,0.0,0.0,45.0,45.0,90.0,90.0,45.0,0.2193368375301361,0.8060632944107056
206,45.0,90.0,0.0,45.0,0.0,45.0,45.0,0.0,0.0,0.15098078548908234,0.8522621393203735
207,90.0,90.0,45.0,45.0,45.0,0.0,45.0,90.0,90.0,0.16069555282592773,0.9049069285392761
208,90.0,45.0,45.0,0.0,45.0,0.0,45.0,90.0,0.0,0.12192949652671814,0.8253905177116394
209,45.0,45.0,90.0,45.0,45.0,45.0,90.0,45.0,45.0,0.39708006381988525,1.0422368049621582
210,90.0,90.0,0.0,90.0,45.0,45.0,45.0,90.0,0.0,0.09453687071800232,0.896219789981842
211,45.0,45.0,45.0,45.0,45.0,45.0,45.0,90.0,45.0,0.5569098591804504,1.120829463005066
212,45.0,45.0,0.0,0.0,45.0,0.0,45.0,0.0,90.0,0.23450706899166107,0.8590575456619263
213,0.0,0.0,45.0,45.0,0.0,90.0,0.0,45.0,90.0,0.10467907786369324,0.8414039015769958
214,0.0,45.0,90.0,90.0,90.0,45.0,45.0,45.0,0.0,0.1061251237988472,0.8037638068199158
215,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.0,45.0,0.46053436398506165,1.0521305799484253
216,0.0,90.0,0.0,90.0,0.0,45.0,0.0,0.0,45.0,0.07695308327674866,0.9491735100746155
217,90.0,45.0,45.0,90.0,0.0,45.0,45.0,45.0,45.0,0.16503623127937317,0.8580066561698914
218,45.0,90.0,45.0,90.0,45.0,45.0,0.0,90.0,90.0,0.22591537237167358,0.9054121971130371
219,45.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0,90.0,0.24329069256782532,0.8599547743797302
220,45.0,0.0,45.0,45.0,0.0,45.0,45.0,45.0,0.0,0.3474082350730896,0.9877842664718628
221,45.0,90.0,90.0,0.0,45.0,45.0,45.0,45.0,0.0,0.15662525594234467,0.8208078742027283
222,90.0,0.0,45.0,90.0,45.0,90.0,0.0,0.0,0.0,0.07641414552927017,0.950651228427887
223,90.0,0.0,90.0,90.0,45.0,45.0,0.0,45.0,90.0,0.08072338253259659,0.8747818470001221
224,90.0,45.0,0.0,90.0,0.0,45.0,0.0,90.0,45.0,0.09402688592672348,0.8525106906890869
225,45.0,45.0,45.0,90.0,90.0,0.0,90.0,45.0,0.0,0.20872315764427185,0.8654571771621704
226,0.0,45.0,90.0,45.0,45.0,45.0,90.0,45.0,45.0,0.14579355716705322,0.8078567385673523
227,0.0,45.0,45.0,90.0,0.0,0.0,45.0,45.0,45.0,0.1381613165140152,0.8058395385742188
228,45.0,90.0,90.0,90.0,45.0,45.0,45.0,90.0,0.0,0.22508732974529266,0.9224894642829895
229,45.0,45.0,45.0,0.0,45.0,90.0,45.0,45.0,0.0,0.29006847739219666,0.867741584777832
230,45.0,0.0,45.0,0.0,90.0,90.0,90.0,45.0,45.0,0.1496809870004654,0.8047332167625427
231,45.0,45.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,0.3741931617259979,1.0049655437469482
232,45.0,45.0,45.0,90.0,90.0,0.0,0.0,45.0,45.0,0.20886801183223724,0.8453842401504517
233,0.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.30119118094444275,0.9855873584747314
234,0.0,45.0,0.0,0.0,0.0,90.0,45.0,45.0,0.0,0.1297878473997116,0.8912696838378906
235,45.0,0.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.3720531761646271,0.9995095729827881
236,45.0,45.0,45.0,0.0,45.0,0.0,90.0,90.0,45.0,0.2583667039871216,0.8337924480438232
237,0.0,90.0,45.0,0.0,0.0,90.0,45.0,45.0,45.0,0.08008385449647903,0.7876685857772827
238,45.0,45.0,45.0,45.0,45.0,90.0,0.0,45.0,45.0,0.3778015673160553,0.9430144429206848
239,0.0,45.0,90.0,0.0,90.0,45.0,45.0,0.0,90.0,0.09571074694395065,0.8315557837486267
240,90.0,0.0,45.0,90.0,90.0,90.0,45.0,45.0,90.0,0.10980446636676788,0.9134599566459656
241,45.0,0.0,45.0,0.0,90.0,45.0,45.0,90.0,45.0,0.1777046024799347,0.788700520992279
242,0.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,45.0,0.29028356075286865,0.9797602891921997
243,0.0,90.0,45.0,90.0,45.0,45.0,90.0,90.0,0.0,0.08329789340496063,0.8524179458618164
244,0.0,0.0,0.0,90.0,0.0,45.0,45.0,0.0,45.0,0.1179574504494667,0.8905069231987
245,0.0,0.0,90.0,45.0,45.0,45.0,45.0,90.0,90.0,0.07160824537277222,0.7837589979171753
246,45.0,0.0,45.0,45.0,45.0,90.0,0.0,45.0,45.0,0.23987363278865814,0.8307864665985107
247,0.0,90.0,0.0,45.0,90.0,90.0,45.0,0.0,45.0,0.06139200180768967,0.8319693803787231
248,90.0,45.0,45.0,45.0,45.0,90.0,0.0,45.0,45.0,0.1925114393234253,0.8743784427642822
